user_id,total_posts,avg_3_month_posts
1098839071,435,23.93031784841076
381556563,831,34.44956241363427
210837394,497,20.612903225806452
385140853,1888,107.54430379746834
35041247,151,6.335664335664336
77647774,682,28.337950138504155
15702055,780,32.48496066635816
1551273402,117,5.230998509687034
182900961,773,32.163661581137305
264958959,102,4.2757335817419655
296545757,95,4.6568627450980395
465195901,73,3.3232169954476483
349609929,151,6.297497683039852
215349619,752,31.969768540387342
109700713,201,8.520960904380594
2757925944,198,8.26530612244898
597148844,178,7.876106194690265
2555590716,776,34.55714992577931
61313053,78,3.2469935245143384
1064487900,85,3.755522827687776
26474384,302,12.577510411846367
104309454,50,2.3646873357856015
265765654,74,3.267909715407262
34621886,379,15.909514925373134
630113,78,3.2696786213320914
36657753,425,17.73296244784423
161605065,123,5.1368909512761025
2773510709,213,8.941231343283581
1314853351,1337,56.30790828263922
237961766,1421,59.8455779129621
46641144,823,45.35823637477036
1696643696,238,10.023397285914834
150754713,427,18.42281879194631
540149476,314,13.298823529411765
555167290,32,1.6080402010050252
431047852,305,13.409868099658036
3027218243,141,6.0028382213812685
2790661604,436,19.768261964735515
2187447380,9,0.6881903143585387
20014516,238,10.05161895823557
100227232,252,10.662905500705218
3007363950,356,15.021097046413503
29447432,61,2.6991150442477876
1953192330,3244,154.31289640591967
32886832,40,1.8759770713913495
2427952998,251,11.996813595326607
54078730,188,9.624573378839589
707042688,178,7.59601706970128
253467403,188,8.150289017341041
2236795046,182,8.161434977578475
424715216,79,4.421641791044776
2177416516,212,9.02554399243141
369621370,337,14.574723690533396
3103307417,282,18.15450643776824
295902680,140,5.988593155893536
1084422662,36,1.6047548291233285
1551943387,180,7.871720116618076
185008554,74,3.197311569851176
65679214,17,2.0454545454545454
389249918,436,18.72137404580153
350589726,12,0.5204819277108433
309335755,50,2.3498694516971277
22869272,73,3.37442218798151
157525526,442,19.00621118012422
154973097,855,49.80582524271844
472754614,456,20.52
637139609,293,14.723618090452263
26525071,115,5.193176116407425
16055414,77,3.6531365313653135
