user_id,total_posts,avg_3_month_posts
1021097140012175361,64,12.307692307692307
1384385869,174,8.428417653390742
1024605988652019712,492,56.98841698841699
1036430475735252993,79,10.455882352941178
19811450,43,2.614864864864865
3364280961,103,9.196428571428571
356447876,143,8.44488188976378
4846543712,220,14.612546125461256
731820168633044993,262,34.17391304347826
773069778600677376,9,2.1485411140583555
773920023404539904,90,14.542190305206462
1187473636506124288,5,5.0
1190943969674436609,99,35.35714285714286
2993191427,30,3.3415841584158414
1074396649194221575,26,5.342465753424658
3048197801,144,14.071661237785017
881147725,2019,242.927807486631
903802479673958400,27,2.555205047318612
1058878610893754368,25,2.9644268774703555
1060941252420612101,12,3.5526315789473686
1061445654210338816,508,59.84293193717277
1070791122694352896,10,4.30622009569378
179416232,20,1.466992665036675
18033685,311,27.30731707317073
1856017856,30,3.061224489795918
1882421736,9,1.7234042553191489
1942108482,77,23.41216216216216
20038083,58,7.62043795620438
207794625,190,16.930693069306933
209492404,236,15.850746268656716
21197327,103,10.288568257491676
2162245754,42,3.7762237762237763
2179739177,7,1.0732538330494037
2194330410,5,1.829268292682927
224745125,100,7.832898172323759
225302724,39,4.75609756097561
2265810286,317,32.02020202020202
2382682818,73,9.984802431610943
241263678,61,4.841269841269842
24310575,92,6.0
24323669,41,5.55722891566265
2464856826,32,2.537444933920705
2477608784,26,5.939086294416243
24868413,16,1.4385614385614387
24882969,101,10.694117647058823
252424446,264,30.977835723598435
254549102,144,14.4804469273743
25567061,139,15.368550368550368
25610841,71,13.229813664596275
258637499,309,42.20030349013657
2670706682,454,41.90769230769231
2688928120,23,3.035190615835777
2703703875,104,21.033707865168537
27523823,31,2.9092805005213767
2755079483,20,2.349869451697128
2763823014,68,9.935064935064936
3589086492,27,5.412026726057906
360591287,83,9.49174078780178
36066931,71,5.3338898163606006
362855860,156,20.289017341040463
367249356,52,4.521739130434782
3692834240,38,4.35114503816794
380319670,62,6.131868131868132
382446532,46,3.9884393063583814
394627956,12,2.0930232558139537
402526659,9,9.0
4052386114,54,4.438356164383562
409749711,14,2.52
41045643,60,6.235565819861432
411878809,147,15.768772348033371
423025902,19,2.6027397260273974
44396766,5,1.7509727626459144
4489183161,55,6.1952440550688355
451922189,36,4.462809917355372
4585161260,2262,171.79746835443038
46167791,7,1.135135135135135
4697260146,468,66.64556962025317
47042274,93,6.9808173477898245
470722760,4,1.338289962825279
4719644677,157,14.522096608427542
4766359572,493,48.438864628820966
4771728793,35,4.984177215189874
4817086948,107,8.84297520661157
485968944,287,32.04714640198511
4871086301,302,30.233592880978865
4927925285,71,7.967581047381546
505527026,43,26.506849315068493
51555241,229,23.183352080989874
526365472,169,13.078245915735167
537597220,21,1.7057761732851984
537922560,17,2.6243567753001713
542261907,15,1.4754098360655739
578951600,207,23.70229007633588
582754541,33,5.7894736842105265
598729965,27,1.8465045592705167
604942456,50,4.326923076923077
61626584,11,0.9401709401709403
628571175,86,9.785082174462705
631418218,105,10.535117056856187
67875087,15,2.1774193548387095
68886822,56,7.741935483870968
701551666,137,18.62537764350453
70865331,7,0.9117221418234442
718241348,45,6.269349845201238
722990373455302658,5,0.8840864440078585
72621018,21,1.7228805834092982
730119347650318336,7,1.1842105263157894
733394979503005696,193,24.396067415730336
736681405208395776,170,16.9811320754717
744313514987126784,172,14.386617100371748
746680008165457920,1,1.0
750331693752606720,308,30.562293274531424
750808666744512516,56,8.58603066439523
759676802,13,1.0934579439252337
79380848,53,3.968386023294509
809200066535661568,54,5.254054054054054
817306494576238592,41,3.9255319148936167
823971906353102848,18,2.378854625550661
828036440902795265,10,1.0192525481313703
828966279591624705,64,4.914675767918089
829074875239247873,13,1.5038560411311055
83373726,947,73.28460877042133
837785700460265472,4,0.5901639344262295
841882765440217089,139,11.487603305785123
846572997414699011,37,2.9919137466307277
8523682,20,2.02474690663667
859451167008595968,13,1.1746987951807228
864217725165604864,52,12.64864864864865
